3688,0,72,0,532,"2016-10-10 00:00:00",\N,\N,\N,\N,\N,\N,\N
3860,0,2628,0,227,"2016-09-08 00:00:00",\N,\N,\N,\N,\N,\N,\N
5751,0,3749,0,255,"2017-12-14 00:00:00",\N,\N,\N,\N,\N,\N,\N
3159,0,4496,0,3,"2015-12-30 00:00:00",\N,\N,\N,\N,\N,\N,\N
3412,0,291,2394,161,"2015-12-28 00:00:00",\N,\N,\N,\N,\N,\N,\N
3717,0,2371,0,227,"2016-08-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
1274,0,5489,4841,81,"2013-12-06 00:00:00",\N,\N,\N,\N,\N,\N,\N
4803,0,5340,0,596,"2016-12-30 00:00:00",\N,\N,\N,\N,\N,\N,\N
4998,0,465,0,143,"2017-11-13 00:00:00",\N,\N,\N,\N,\N,\N,\N
2615,0,960,860,200,"2014-08-06 00:00:00",\N,\N,\N,\N,\N,\N,\N
3103,0,2812,4187,229,"2015-12-16 00:00:00",\N,\N,\N,\N,\N,\N,\N
2204,0,1163,1582,294,"2014-06-16 00:00:00",\N,\N,\N,\N,\N,\N,\N
318,7804,3030,6377,320,"2014-06-25 00:00:00",\N,\N,\N,\N,\N,\N,\N
5316,0,995,0,645,"2017-12-29 00:00:00",\N,\N,\N,\N,\N,\N,\N
2070,0,5287,9775,241,"2014-07-10 00:00:00",\N,\N,\N,\N,\N,\N,\N
3304,0,5630,0,355,"2015-12-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
511,9070,5278,4598,48,"2013-12-17 00:00:00",\N,\N,\N,\N,\N,\N,\N
3817,0,5329,0,619,"2016-10-19 00:00:00",\N,\N,\N,\N,\N,\N,\N
5273,0,795,4859,414,"2017-10-24 00:00:00",\N,\N,\N,\N,\N,\N,\N
1818,0,5204,4302,348,"2013-12-23 00:00:00",\N,\N,\N,\N,\N,\N,\N
839,0,3196,0,15,"2014-05-02 00:00:00",\N,\N,\N,\N,\N,\N,\N
620,9782,5290,9774,432,"2013-09-11 00:00:00",\N,\N,\N,\N,\N,\N,\N
4225,0,3752,5060,407,"2016-05-13 00:00:00",\N,\N,\N,\N,\N,\N,\N
3218,0,503,2604,261,"2015-12-17 00:00:00",\N,\N,\N,\N,\N,\N,\N
1202,8990,4908,8468,395,"2013-12-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
2519,0,1800,6848,361,"2014-09-15 00:00:00",\N,\N,\N,\N,\N,\N,\N
3524,0,2984,0,19,"2015-12-22 00:00:00",\N,\N,\N,\N,\N,\N,\N
4009,0,3954,0,317,"2016-07-18 00:00:00",\N,\N,\N,\N,\N,\N,\N
402,5236,4952,5299,44,"2012-12-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
4486,0,1415,1309,31,"2016-10-26 00:00:00",\N,\N,\N,\N,\N,\N,\N
5139,0,1188,414,200,"2017-12-29 00:00:00",\N,\N,\N,\N,\N,\N,\N
5284,0,2565,5817,434,"2017-08-30 00:00:00",\N,\N,\N,\N,\N,\N,\N
5391,0,5663,0,630,"2017-09-28 00:00:00",\N,\N,\N,\N,\N,\N,\N
3021,0,5479,7601,371,"2015-12-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
3826,0,400,0,628,"2016-10-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
1150,0,2299,9892,23,"2013-12-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
3887,0,5432,1308,81,"2016-05-12 00:00:00",\N,\N,\N,\N,\N,\N,\N
3203,0,941,0,97,"2015-11-24 00:00:00",\N,\N,\N,\N,\N,\N,\N
2058,0,5278,5824,432,"2014-08-14 00:00:00",\N,\N,\N,\N,\N,\N,\N
3830,0,3,0,580,"2016-12-20 00:00:00",\N,\N,\N,\N,\N,\N,\N
758,9858,866,2096,200,"2013-11-06 00:00:00",\N,\N,\N,\N,\N,\N,\N
4104,0,918,0,428,"2016-12-13 00:00:00",\N,\N,\N,\N,\N,\N,\N
782,9839,542,860,200,"2013-11-05 00:00:00",\N,\N,\N,\N,\N,\N,\N
2285,0,319,0,238,"2014-07-04 00:00:00",\N,\N,\N,\N,\N,\N,\N
815,9350,2953,9573,167,"2013-12-31 00:00:00",\N,\N,\N,\N,\N,\N,\N
679,9012,5094,9230,44,"2013-12-10 00:00:00",\N,\N,\N,\N,\N,\N,\N
2590,0,1029,7619,233,"2014-07-07 00:00:00",\N,\N,\N,\N,\N,\N,\N
2494,0,2589,0,343,"2014-12-11 00:00:00",\N,\N,\N,\N,\N,\N,\N
3997,0,4962,0,550,"2016-06-13 00:00:00",\N,\N,\N,\N,\N,\N,\N
2706,0,2699,9892,23,"2014-07-30 00:00:00",\N,\N,\N,\N,\N,\N,\N
